Year,Country of origin,Country of origin (ISO),Continent of Origin,Least Developed Countries (LDC) - O,Land Locked Developing Countries (LLDC) - O,Small Island Developing States (SIDS) - O,Economic Growth (from prior year) - O,Population - O,GPD LCU (Trillions) - O,% <$1.90 a day - O,% of Famine - O,Maternal Mortality (Deaths) - O,Maternal Mortality per 100k - O ,Suicide Mortality per 100k - O,Life Expectancy (Year) - O ,% Male (Pop) - O ,% Rural Population - O,Death Rate (Crude) per 1k - O ,Birth Rate (Crude) Per 1k- O,Natural Increase (Crude) per 1k - O,% Crop Production to '14-16 - O,Gov Education Budget (% of) - O,Country of asylum,Country of asylum (ISO),Continent of asylum,Least Developed Countries (LDC) - A,Land Locked Developing Countries (LLDC) - A,Small Island Developing States (SIDS) - A,Economic Growth (from prior year) - A,Population - A,GPD LCU (Trillions) - A,% <$1.90 a day - A,% of Famine - A,Maternal Mortality (Deaths) - A,Maternal Mortality per 100k - A,Suicide Mortality per 100k - A,Life Expectancy (Year) - A,% Male (Pop) - A,% Rural Population - A,Death Rate (Crude) per 1k - A,Birth Rate (Crude) Per 1k - A,Natural Increase (Crude) per 1k - A,% Crop Production to '14-16 - A,Gov Education Budget (% of) - A,Continent Move,LDC to LDC,LDC to MDC,MDC to LDC,MDC to MDC,To LDC,To MDC,Economic Growth difference,Population - Difference,GDP LCU (T) Difference,% <$1.90 a day - Difference,% of Famine - Difference,Maternal Mortality (Deaths) - Difference,Maternal Mortality per 100k - Difference,Suicide Mortality per 100k - Difference,Life Expectancy (Year) - Difference,% Male (Pop) - Difference,% Rural Population - Difference,Death Rate (Crude) per 1k - Difference,Birth Rate (Crude) Per 1k - Difference,Natural Increase (Crude) per 1k - Difference,% Crop Production to '14-16 - Difference,Gov Education Budget (% of) - Difference,Distance (KM),Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Venezuelans displaced abroad,Stateless persons,hst,Others of concern,Total decisions,Decisions Per 100k,Decisions % - O
2008,Bulgaria,BGR,Europe,0,0,0,0.06,7492561,0.09,0.01,0.05,9,13,13.2,72.96,0.49,0.28,0.15,10.4,10.25,0.83,0.13,Peru,PER,Americas,0,0,0,0.09,28562321,0.35,0.09,0.12,660,108,2.7,73.83,0.5,0.24,0.05,21.51,21.46,0.8,0.14,Europe to Americas,0,0,0,1,0,1,-0.03,0.26,0.24,-0.08,-0.07,-651,0.12,4.89,0.99,0.98,1.18,2.79,0.48,0.48,1.03,-0.02,"11,754",5,0,0,,0,0,0,5,0.07,0
2008,Czechia,CZE,Europe,0,0,0,0.03,10384603,4.35,0,0.03,5,5,14.2,76.98,0.49,0.27,0.1,11.5,11.4,0.95,0.09,Peru,PER,Americas,0,0,0,0.09,28562321,0.35,0.09,0.12,660,108,2.7,73.83,0.5,0.24,0.05,21.51,21.46,0.8,0.14,Europe to Americas,0,0,0,1,0,1,-0.06,0.36,12.48,-0.09,-0.09,-655,0.05,5.26,1.04,0.98,1.11,1.9,0.53,0.53,1.18,-0.05,"11,754",5,0,0,,0,0,0,5,0.05,0
2008,Bulgaria,BGR,Europe,0,0,0,0.06,7492561,0.09,0.01,0.05,9,13,13.2,72.96,0.49,0.28,0.15,10.4,10.25,0.83,0.13,Eswatini,SWZ,Africa,0,1,0,0.01,1049948,0.03,0,0.11,160,474,55,44.17,0.47,0.78,0.18,31.44,31.26,0.88,0.22,Europe to Africa,0,0,1,0,1,0,0.05,7.14,2.63,0.01,-0.06,-151,0.03,0.24,1.65,1.03,0.36,0.83,0.33,0.33,0.94,-0.09,"7,716",5,0,0,,0,0,0,5,0.07,0
2008,Bulgaria,BGR,Europe,0,0,0,0.06,7492561,0.09,0.01,0.05,9,13,13.2,72.96,0.49,0.28,0.15,10.4,10.25,0.83,0.13,Sweden,SWE,Europe,0,0,0,0,9219637,3.78,0.01,0.03,5,5,15,81.1,0.5,0.15,0.1,11.9,11.8,0.87,0.13,Europe to Europe,0,0,0,1,0,1,0.07,0.81,0.02,0.01,0.02,4,2.6,0.88,0.9,0.98,1.86,1.49,0.87,0.87,0.95,0,"1,884",32,10,0,,0,0,0,42,0.56,0
2008,Bulgaria,BGR,Europe,0,0,0,0.06,7492561,0.09,0.01,0.05,9,13,13.2,72.96,0.49,0.28,0.15,10.4,10.25,0.83,0.13,Switzerland,CHE,Europe,0,0,0,0.03,7647675,0.61,0,0.03,5,6,18.8,81.99,0.49,0.26,0.08,10,9.92,1.03,0.16,Europe to Europe,0,0,0,1,0,1,0.03,0.98,0.14,0.01,0.02,4,2.17,0.7,0.89,0.99,1.07,1.85,1.04,1.03,0.81,-0.03,"1,336",22,12,0,,0,0,0,34,0.45,0
2008,Czechia,CZE,Europe,0,0,0,0.03,10384603,4.35,0,0.03,5,5,14.2,76.98,0.49,0.27,0.1,11.5,11.4,0.95,0.09,Switzerland,CHE,Europe,0,0,0,0.03,7647675,0.61,0,0.03,5,6,18.8,81.99,0.49,0.26,0.08,10,9.92,1.03,0.16,Europe to Europe,0,0,0,1,0,1,0,1.36,7.13,0,0,0,0.83,0.76,0.94,1,1.01,1.26,1.15,1.15,0.93,-0.07,"1,336",13,0,0,,0,0,0,13,0.13,0
2008,Bulgaria,BGR,Europe,0,0,0,0.06,7492561,0.09,0.01,0.05,9,13,13.2,72.96,0.49,0.28,0.15,10.4,10.25,0.83,0.13,United States of America,USA,Americas,0,0,0,0,304093966,16.38,0.01,0.03,580,14,12.7,78.04,0.49,0.2,0.08,14,13.92,0.87,0,Europe to Americas,0,0,0,1,0,1,0.06,0.02,0.01,0,0.02,-571,0.93,1.04,0.93,0.99,1.45,1.83,0.74,0.74,0.95,0.13,"4,464",1092,147,0,,0,0,0,1239,16.54,0
2008,Czechia,CZE,Europe,0,0,0,0.03,10384603,4.35,0,0.03,5,5,14.2,76.98,0.49,0.27,0.1,11.5,11.4,0.95,0.09,United States of America,USA,Americas,0,0,0,0,304093966,16.38,0.01,0.03,580,14,12.7,78.04,0.49,0.2,0.08,14,13.92,0.87,0,Europe to Americas,0,0,0,1,0,1,0.03,0.03,0.27,-0.01,0,-575,0.36,1.12,0.99,0.99,1.36,1.25,0.82,0.82,1.1,0.09,"4,464",37,17,0,,0,0,0,54,0.52,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,Australia,AUS,Oceania,0,0,0,0.02,21691700,1.53,0,0.03,16,5,11.2,81.54,0.5,0.15,0.07,13.9,13.84,0.87,0.13,Europe to Oceania,0,0,0,1,0,1,-0.05,0.34,0.05,0.01,0.02,-7,2.4,1.1,0.9,0.97,1.88,2.23,0.78,0.78,0.87,-0.01,"15,341",5,0,0,,0,0,0,5,0.07,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,Austria,AUT,Europe,0,0,0,-0.04,8343323,0.32,0.01,0.03,4,5,16,80.33,0.49,0.42,0.09,9.2,9.11,1.12,0.11,Europe to Europe,0,0,0,1,0,1,0,0.89,0.26,0.01,0.02,5,2.4,0.77,0.91,1,0.66,1.56,1.18,1.18,0.67,0.02,818,5,18,0,,0,0,0,23,0.31,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,Belgium,BEL,Europe,0,0,0,-0.02,10796493,0.38,0,0.03,8,6,20.6,80.03,0.49,0.02,0.1,11.8,11.7,0.99,0.12,Europe to Europe,0,0,0,1,0,1,-0.01,0.69,0.22,0.01,0.02,1,2,0.6,0.92,0.99,11.7,1.51,0.92,0.92,0.76,0.01,"1,698",34,0,0,,0,0,0,34,0.46,0
2009,Czechia,CZE,Europe,0,0,0,-0.05,10443936,4.15,0,0.03,5,4,15,77.08,0.49,0.27,0.1,11.3,11.2,0.91,0.09,Belgium,BEL,Europe,0,0,0,-0.02,10796493,0.38,0,0.03,8,6,20.6,80.03,0.49,0.02,0.1,11.8,11.7,0.99,0.12,Europe to Europe,0,0,0,1,0,1,-0.03,0.97,10.93,0,0,-3,0.67,0.73,0.96,1,11.13,1.07,0.96,0.96,0.93,-0.02,"1,698",11,0,0,,0,0,0,11,0.11,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,Canada,CAN,Americas,0,0,0,-0.03,33628895,1.74,0,0.03,44,12,12,81,0.5,0.19,0.07,11.3,11.23,0.8,0.12,Europe to Americas,0,0,0,1,0,1,0,0.22,0.05,0.01,0.02,-35,1,1.03,0.91,0.98,1.46,2.04,0.96,0.96,0.94,0,"7,371",1238,70,0,,0,0,0,1308,17.57,0
2009,Czechia,CZE,Europe,0,0,0,-0.05,10443936,4.15,0,0.03,5,4,15,77.08,0.49,0.27,0.1,11.3,11.2,0.91,0.09,Canada,CAN,Americas,0,0,0,-0.03,33628895,1.74,0,0.03,44,12,12,81,0.5,0.19,0.07,11.3,11.23,0.8,0.12,Europe to Americas,0,0,0,1,0,1,-0.02,0.31,2.39,0,0,-39,0.33,1.25,0.95,0.99,1.39,1.45,1,1,1.14,-0.03,"7,371",489,2057,0,,0,0,0,2546,24.38,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,Costa Rica,CRI,Americas,0,0,0,-0.01,4520739,24.93,0.02,0.04,21,29,5.6,78.63,0.5,0.29,0.04,15.88,15.83,0.8,0.23,Europe to Americas,0,0,0,1,0,1,-0.02,1.65,0,-0.01,0,-12,0.41,2.2,0.93,0.97,0.95,3.25,0.69,0.68,0.94,-0.11,"10,643",13,0,0,,0,0,0,13,0.17,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,Czechia,CZE,Europe,0,0,0,-0.05,10443936,4.15,0,0.03,5,4,15,77.08,0.49,0.27,0.1,11.3,11.2,0.91,0.09,Europe to Europe,0,0,0,1,0,1,0.01,0.71,0.02,0.01,0.02,4,3,0.82,0.95,0.99,1.05,1.41,0.96,0.96,0.83,0.03,"1,065",25,0,0,,0,0,0,25,0.34,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,Finland,FIN,Europe,0,0,0,-0.08,5338871,0.2,0,0.03,3,4,20.4,79.72,0.49,0.17,0.09,11.3,11.21,1.14,0.12,Europe to Europe,0,0,0,1,0,1,0.05,1.39,0.4,0.01,0.02,6,3,0.6,0.92,0.99,1.69,1.56,0.96,0.96,0.66,0.01,"1,946",5,171,0,,0,0,0,176,2.36,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,France,FRA,Europe,0,0,0,-0.03,64707035,2.05,0,0.03,76,9,18.4,81.41,0.48,0.22,0.09,12.8,12.72,1.03,0,Europe to Europe,0,0,0,1,0,1,0,0.12,0.04,0.01,0.02,-67,1.33,0.67,0.9,1.01,1.28,1.71,0.85,0.85,0.74,0.13,"1,758",84,0,0,,0,0,0,84,1.13,0
2009,Czechia,CZE,Europe,0,0,0,-0.05,10443936,4.15,0,0.03,5,4,15,77.08,0.49,0.27,0.1,11.3,11.2,0.91,0.09,France,FRA,Europe,0,0,0,-0.03,64707035,2.05,0,0.03,76,9,18.4,81.41,0.48,0.22,0.09,12.8,12.72,1.03,0,Europe to Europe,0,0,0,1,0,1,-0.02,0.16,2.03,0,0,-71,0.44,0.82,0.95,1.01,1.22,1.21,0.88,0.88,0.89,0.09,"1,758",26,0,0,,0,0,0,26,0.25,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,United Kingdom of Great Britain and Northern Ireland,GBR,Europe,0,0,0,-0.04,62276270,1.71,0,0.03,81,10,8,80.05,0.49,0.19,0.09,12.7,12.61,0.96,0.12,Europe to Europe,0,0,0,1,0,1,0.01,0.12,0.05,0.01,0.02,-72,1.2,1.54,0.92,0.99,1.48,1.61,0.86,0.85,0.78,0,"2,015",11,0,0,,0,0,0,11,0.15,0
2009,Czechia,CZE,Europe,0,0,0,-0.05,10443936,4.15,0,0.03,5,4,15,77.08,0.49,0.27,0.1,11.3,11.2,0.91,0.09,United Kingdom of Great Britain and Northern Ireland,GBR,Europe,0,0,0,-0.04,62276270,1.71,0,0.03,81,10,8,80.05,0.49,0.19,0.09,12.7,12.61,0.96,0.12,Europe to Europe,0,0,0,1,0,1,0,0.17,2.43,0,0,-76,0.4,1.88,0.96,1,1.41,1.14,0.89,0.89,0.95,-0.03,"2,015",120,0,0,,0,0,0,120,1.15,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,Germany,DEU,Europe,0,0,0,-0.06,81902307,2.67,0,0.03,39,6,12.8,79.84,0.49,0.23,0.1,8.1,8,1.04,0.1,Europe to Europe,0,0,0,1,0,1,0.02,0.09,0.03,0.01,0.02,-30,2,0.96,0.92,0.99,1.21,1.39,1.35,1.35,0.73,0.02,"1,319",191,17,0,,0,0,0,208,2.79,0
2009,Czechia,CZE,Europe,0,0,0,-0.05,10443936,4.15,0,0.03,5,4,15,77.08,0.49,0.27,0.1,11.3,11.2,0.91,0.09,Germany,DEU,Europe,0,0,0,-0.06,81902307,2.67,0,0.03,39,6,12.8,79.84,0.49,0.23,0.1,8.1,8,1.04,0.1,Europe to Europe,0,0,0,1,0,1,0.01,0.13,1.55,0,0,-34,0.67,1.17,0.97,1,1.15,0.99,1.4,1.4,0.88,-0.01,"1,319",160,5,0,,0,0,0,165,1.58,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,Hungary,HUN,Europe,0,0,0,-0.07,10022650,31.26,0,0.03,12,13,25.4,73.9,0.47,0.32,0.13,9.6,9.47,0.9,0.1,Europe to Europe,0,0,0,1,0,1,0.03,0.74,0,0.01,0.02,-3,0.92,0.48,0.99,1.03,0.89,1.12,1.14,1.14,0.84,0.03,631,0,5,0,,0,0,0,5,0.07,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,Ireland,IRL,Europe,0,0,0,-0.05,4535375,0.19,0,0.03,5,7,14,80.19,0.5,0.39,0.06,16.7,16.64,0.82,0.13,Europe to Europe,0,0,0,1,0,1,0.02,1.64,0.45,0.01,0.02,4,1.71,0.88,0.92,0.98,0.73,2.3,0.65,0.65,0.92,0,"2,474",44,0,0,,0,0,0,44,0.59,0
2009,Czechia,CZE,Europe,0,0,0,-0.05,10443936,4.15,0,0.03,5,4,15,77.08,0.49,0.27,0.1,11.3,11.2,0.91,0.09,Ireland,IRL,Europe,0,0,0,-0.05,4535375,0.19,0,0.03,5,7,14,80.19,0.5,0.39,0.06,16.7,16.64,0.82,0.13,Europe to Europe,0,0,0,1,0,1,0,2.3,22.38,0,0,0,0.57,1.07,0.96,0.99,0.69,1.63,0.68,0.67,1.12,-0.04,"2,474",125,0,0,,0,0,0,125,1.2,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,Netherlands,NLD,Europe,0,0,0,-0.04,16530388,0.66,0,0.03,14,8,9.5,80.55,0.5,0.14,0.08,11.2,11.12,1,0.12,Europe to Europe,0,0,0,1,0,1,0,0.45,0.13,0.01,0.02,-5,1.5,1.29,0.91,0.98,2.04,1.79,0.97,0.97,0.76,0.01,"1,745",5,0,0,,0,0,0,5,0.07,0
2009,Czechia,CZE,Europe,0,0,0,-0.05,10443936,4.15,0,0.03,5,4,15,77.08,0.49,0.27,0.1,11.3,11.2,0.91,0.09,Netherlands,NLD,Europe,0,0,0,-0.04,16530388,0.66,0,0.03,14,8,9.5,80.55,0.5,0.14,0.08,11.2,11.12,1,0.12,Europe to Europe,0,0,0,1,0,1,-0.01,0.63,6.33,0,0,-9,0.5,1.58,0.96,0.99,1.95,1.27,1.01,1.01,0.91,-0.02,"1,745",11,0,0,,0,0,0,11,0.11,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,Norway,NOR,Europe,0,0,0,-0.02,4828726,2.84,0,0.03,2,4,13,80.8,0.5,0.21,0.09,12.8,12.71,0.87,0.16,Europe to Europe,0,0,0,1,0,1,-0.02,1.54,0.03,0.01,0.02,7,3,0.95,0.91,0.98,1.32,1.69,0.85,0.85,0.86,-0.03,"2,096",13,0,0,,0,0,0,13,0.17,0
2009,Czechia,CZE,Europe,0,0,0,-0.05,10443936,4.15,0,0.03,5,4,15,77.08,0.49,0.27,0.1,11.3,11.2,0.91,0.09,Norway,NOR,Europe,0,0,0,-0.02,4828726,2.84,0,0.03,2,4,13,80.8,0.5,0.21,0.09,12.8,12.71,0.87,0.16,Europe to Europe,0,0,0,1,0,1,-0.03,2.16,1.46,0,0,3,1,1.15,0.95,0.98,1.26,1.2,0.88,0.88,1.05,-0.06,"2,096",0,5,0,,0,0,0,5,0.05,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,New Zealand,NZL,Oceania,0,0,0,0,4302600,0.22,0,0.03,7,11,11.5,80.7,0.49,0.14,0.07,14.53,14.46,0.9,0.15,Europe to Oceania,0,0,0,1,0,1,-0.03,1.73,0.38,0.01,0.02,2,1.09,1.07,0.91,0.99,2.03,2.15,0.75,0.74,0.84,-0.03,"17,662",7,0,0,,0,0,0,7,0.09,0
2009,Czechia,CZE,Europe,0,0,0,-0.05,10443936,4.15,0,0.03,5,4,15,77.08,0.49,0.27,0.1,11.3,11.2,0.91,0.09,New Zealand,NZL,Oceania,0,0,0,0,4302600,0.22,0,0.03,7,11,11.5,80.7,0.49,0.14,0.07,14.53,14.46,0.9,0.15,Europe to Oceania,0,0,0,1,0,1,-0.05,2.43,19.09,0,0,-2,0.36,1.3,0.96,1,1.94,1.53,0.78,0.77,1.02,-0.06,"17,662",62,16,0,,0,0,0,78,0.75,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,Peru,PER,Americas,0,0,0,0.01,28792663,0.35,0.07,0.1,650,106,3.3,74.12,0.5,0.24,0.05,21.1,21.05,0.81,0.15,Europe to Americas,0,0,0,1,0,1,-0.04,0.26,0.23,-0.06,-0.06,-641,0.11,3.73,0.99,0.98,1.18,2.74,0.52,0.51,0.93,-0.02,"11,754",5,0,0,,0,0,0,5,0.07,0
2009,Czechia,CZE,Europe,0,0,0,-0.05,10443936,4.15,0,0.03,5,4,15,77.08,0.49,0.27,0.1,11.3,11.2,0.91,0.09,Peru,PER,Americas,0,0,0,0.01,28792663,0.35,0.07,0.1,650,106,3.3,74.12,0.5,0.24,0.05,21.1,21.05,0.81,0.15,Europe to Americas,0,0,0,1,0,1,-0.06,0.36,11.77,-0.07,-0.07,-645,0.04,4.55,1.04,0.98,1.12,1.94,0.54,0.53,1.12,-0.05,"11,754",5,0,0,,0,0,0,5,0.05,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,Sweden,SWE,Europe,0,0,0,-0.04,9298515,3.61,0,0.03,5,5,15.7,81.35,0.5,0.15,0.1,12,11.9,0.92,0.13,Europe to Europe,0,0,0,1,0,1,0.01,0.8,0.02,0.01,0.02,4,2.4,0.78,0.9,0.98,1.86,1.49,0.91,0.9,0.82,-0.01,"1,884",32,12,0,,0,0,0,44,0.59,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,Switzerland,CHE,Europe,0,0,0,-0.02,7743831,0.6,0,0.03,5,6,16,82.04,0.49,0.26,0.08,10.1,10.02,1.1,0.16,Europe to Europe,0,0,0,1,0,1,-0.01,0.96,0.14,0.01,0.02,4,2,0.77,0.89,0.99,1.06,1.79,1.08,1.07,0.69,-0.03,"1,336",5,14,0,,0,0,0,19,0.26,0
2009,Czechia,CZE,Europe,0,0,0,-0.05,10443936,4.15,0,0.03,5,4,15,77.08,0.49,0.27,0.1,11.3,11.2,0.91,0.09,Switzerland,CHE,Europe,0,0,0,-0.02,7743831,0.6,0,0.03,5,6,16,82.04,0.49,0.26,0.08,10.1,10.02,1.1,0.16,Europe to Europe,0,0,0,1,0,1,-0.03,1.35,6.94,0,0,0,0.67,0.94,0.94,1,1.01,1.27,1.12,1.12,0.83,-0.06,"1,336",13,0,0,,0,0,0,13,0.12,0
2009,Bulgaria,BGR,Europe,0,0,0,-0.03,7444443,0.08,0.01,0.04,9,12,12.3,73.41,0.49,0.28,0.15,10.9,10.76,0.76,0.13,United States of America,USA,Americas,0,0,0,-0.03,306771529,15.95,0.01,0.03,600,15,12.8,78.39,0.49,0.19,0.08,13.5,13.42,0.91,0,Europe to Americas,0,0,0,1,0,1,-0.01,0.02,0.01,0,0.02,-591,0.8,0.96,0.94,0.99,1.45,1.84,0.81,0.8,0.83,0.13,"4,464",1021,127,0,,0,0,0,1148,15.42,0
2009,Czechia,CZE,Europe,0,0,0,-0.05,10443936,4.15,0,0.03,5,4,15,77.08,0.49,0.27,0.1,11.3,11.2,0.91,0.09,United States of America,USA,Americas,0,0,0,-0.03,306771529,15.95,0.01,0.03,600,15,12.8,78.39,0.49,0.19,0.08,13.5,13.42,0.91,0,Europe to Americas,0,0,0,1,0,1,-0.02,0.03,0.26,-0.01,0,-595,0.27,1.17,0.98,0.99,1.38,1.3,0.84,0.83,1.01,0.09,"4,464",38,17,0,,0,0,0,55,0.53,0
2010,Bulgaria,BGR,Europe,0,0,0,0.02,7395599,0.08,0.02,0.04,9,12,12.4,73.51,0.49,0.28,0.15,10.2,10.05,0.88,0.11,Australia,AUS,Oceania,0,0,0,0.02,22031750,1.57,0,0.03,16,5,11.7,81.7,0.5,0.15,0.07,13.7,13.64,0.87,0.14,Europe to Oceania,0,0,0,1,0,1,-0.01,0.34,0.05,0.02,0.02,-7,2.4,1.06,0.9,0.97,1.87,2.29,0.74,0.74,1.01,-0.03,"15,341",5,0,0,,0,0,0,5,0.07,0
2010,Czechia,CZE,Europe,0,0,0,0.02,10474410,4.25,0,0.03,5,4,15,77.42,0.49,0.27,0.1,11.2,11.1,0.81,0.09,Australia,AUS,Oceania,0,0,0,0.02,22031750,1.57,0,0.03,16,5,11.7,81.7,0.5,0.15,0.07,13.7,13.64,0.87,0.14,Europe to Oceania,0,0,0,1,0,1,0,0.48,2.71,0,0,-11,0.8,1.28,0.95,0.98,1.8,1.57,0.82,0.81,0.93,-0.05,"15,341",0,5,0,,0,0,0,5,0.05,0
2010,Bulgaria,BGR,Europe,0,0,0,0.02,7395599,0.08,0.02,0.04,9,12,12.4,73.51,0.49,0.28,0.15,10.2,10.05,0.88,0.11,Austria,AUT,Europe,0,0,0,0.02,8363404,0.33,0.01,0.03,4,5,16.1,80.58,0.49,0.43,0.09,9.4,9.31,0.92,0.11,Europe to Europe,0,0,0,1,0,1,0,0.88,0.26,0.02,0.02,5,2.4,0.77,0.91,1,0.65,1.62,1.09,1.08,0.95,0,818,5,12,0,,0,0,0,17,0.23,0
2010,Bulgaria,BGR,Europe,0,0,0,0.02,7395599,0.08,0.02,0.04,9,12,12.4,73.51,0.49,0.28,0.15,10.2,10.05,0.88,0.11,Belgium,BEL,Europe,0,0,0,0.03,10895586,0.39,0,0.03,8,6,20.5,80.18,0.49,0.02,0.1,11.9,11.8,1,0.12,Europe to Europe,0,0,0,1,0,1,-0.01,0.68,0.21,0.02,0.02,1,2,0.6,0.92,0.99,11.79,1.54,0.86,0.85,0.87,-0.01,"1,698",24,0,0,,0,0,0,24,0.32,0
2010,Czechia,CZE,Europe,0,0,0,0.02,10474410,4.25,0,0.03,5,4,15,77.42,0.49,0.27,0.1,11.2,11.1,0.81,0.09,Belgium,BEL,Europe,0,0,0,0.03,10895586,0.39,0,0.03,8,6,20.5,80.18,0.49,0.02,0.1,11.9,11.8,1,0.12,Europe to Europe,0,0,0,1,0,1,0,0.96,10.89,0,0,-3,0.67,0.73,0.97,1,11.39,1.05,0.94,0.94,0.81,-0.03,"1,698",11,0,0,,0,0,0,11,0.11,0
2010,Bulgaria,BGR,Europe,0,0,0,0.02,7395599,0.08,0.02,0.04,9,12,12.4,73.51,0.49,0.28,0.15,10.2,10.05,0.88,0.11,Canada,CAN,Americas,0,0,0,0.03,34004889,1.79,0,0.03,42,11,12.1,81.25,0.5,0.19,0.07,11.1,11.03,0.79,0.12,Europe to Americas,0,0,0,1,0,1,-0.02,0.22,0.05,0.02,0.02,-33,1.09,1.02,0.9,0.98,1.45,2.13,0.92,0.91,1.11,-0.01,"7,371",1119,71,0,,0,0,0,1190,16.09,0
2010,Czechia,CZE,Europe,0,0,0,0.02,10474410,4.25,0,0.03,5,4,15,77.42,0.49,0.27,0.1,11.2,11.1,0.81,0.09,Canada,CAN,Americas,0,0,0,0.03,34004889,1.79,0,0.03,42,11,12.1,81.25,0.5,0.19,0.07,11.1,11.03,0.79,0.12,Europe to Americas,0,0,0,1,0,1,-0.01,0.31,2.38,0,0,-37,0.36,1.24,0.95,0.99,1.4,1.46,1.01,1.01,1.03,-0.03,"7,371",275,1123,0,,0,0,0,1398,13.35,0
2010,Bulgaria,BGR,Europe,0,0,0,0.02,7395599,0.08,0.02,0.04,9,12,12.4,73.51,0.49,0.28,0.15,10.2,10.05,0.88,0.11,Costa Rica,CRI,Americas,0,0,0,0.05,4577371,26.27,0.02,0.04,23,32,6.9,78.77,0.5,0.28,0.05,15.72,15.67,0.84,0.23,Europe to Americas,0,0,0,1,0,1,-0.04,1.62,0,0.01,0.01,-14,0.38,1.8,0.93,0.97,0.98,3.3,0.65,0.64,1.04,-0.12,"10,643",13,0,0,,0,0,0,13,0.18,0
2010,Bulgaria,BGR,Europe,0,0,0,0.02,7395599,0.08,0.02,0.04,9,12,12.4,73.51,0.49,0.28,0.15,10.2,10.05,0.88,0.11,Czechia,CZE,Europe,0,0,0,0.02,10474410,4.25,0,0.03,5,4,15,77.42,0.49,0.27,0.1,11.2,11.1,0.81,0.09,Europe to Europe,0,0,0,1,0,1,-0.01,0.71,0.02,0.02,0.02,4,3,0.83,0.95,0.99,1.04,1.46,0.91,0.91,1.08,0.02,"1,065",25,0,0,,0,0,0,25,0.34,0
