"","Country.O","ISO.O","Continent.A","Year","Growth.O","Popultion.O","GDP.O","X..1.90.O","Malnourished.O","Maternal.Mortality.O","Suicide.Mortality.O","Life.Expectancy.O","X..Male.O","X..Rural.O","Death.Rate.O","Birth.Rate.O","Natural.Increase.O","X..Crop.Production.O","Education.Budget.O","Homicide.O","LDC.A","Growth.A","Popultion.A","GDP.A","X..1.90.A","Malnourished.A","Maternal.Mortality.A","Suicide.Mortality.A","Life.Expectancy.A","X..Male.A","X..Rural.A","Death.Rate.A","Birth.Rate.A","Natural.Increase.A","X..Crop.Production.A","Education.Budget.A","Homicide.A","Growth.D","Popultion.D","GDP.D","X..1.90.D","Malnourished.D","Maternal.Mortality.D","Suicide.Mortality.D","Life.Expectancy.D","X..Male.D","X..Rural.D","Death.Rate.D","Birth.Rate.D","Natural.Increase.D","X..Crop.Production.D","Homicide.D","Education.Budget.D","Total"
"2010 SRB to CHE","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5164.62732654853,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.032681017,7824909,7.65313729399281e-05,0,2500,6,14.5,82.2463415,0.49240063,0.26393,800,1030,230,0.955999985,0.152876396,0.66592612,-0.025370571,0.931823744,0.0749421137505282,0,0,2,1.186206897,0.903828475,0.995294626,1.705262759,1.775,0.912621359,-2.086956522,1.042782468,2.171185071,-0.051894093,89.68055127
"2010 SRB to UKR","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2010,0.007310446,7291436,5.73542285634819e-06,5227.250008719,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.040920044,45870741,3.07842998219715e-06,0,2500,25,24.5,70.2653659,0.461582292,0.31404,1520,1080,-440,0.701800003,0.118246538684323,4.34136152,-0.033609598,0.158956142,1.86309998587484,0,0,0.48,0.702040816,1.057940629,1.06174719,1.433161381,0.934210526,0.87037037,1.090909091,1.420490196,0.333040417,-0.02793883645887,0.137147196000001
"2010 SRB to USA","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Americas",2010,0.007310446,7291436,5.73542285634819e-06,5252.75088215668,2500,12,17.2,74.3365854,0.490083701,0.45007,1420,940,-480,0.996900024,0.100982304,1.44584885,0,0.027088567,309327143,4.86506431154023e-05,1000,2500,15,13.1,78.5414634,0.493868109,0.19228,799.5,1300,500.5,0.890899963,0.11969132385101,4.76422446,-0.019778121,0.0235719239999996,0.117889969979295,-1000,0,0.8,1.312977099,0.946462953,0.992337209,2.340701061,1.776110069,0.723076923,-0.959040959,1.118980879,0.303480422,-0.0285057735024746,27.95059848
"2011 CHE to CAN","Switzerland","CHE","Americas",2011,0.01920446,7912398,9.04767589673826e-05,0,3044.03040877368,6,14.6,82.695122,0.492984434,0.26369,780,1020,240,1.17029999,0.154470501,0.58176388,0.00323904124379184,0.031468814,34339328,5.22236961072739e-05,641.097520050683,3163.76192867906,11,11.3,81.4487805,0.496102626,0.18904,710,1100,390,0.812799988,0.122191401,1.75453042,-0.012264354,0.230417963,1.73248478586296,0,-95.6332961171071,0.545454545,1.292035398,1.015302151,0.993714622,1.39488997,1.098591549,0.927272727,0.615384615,1.439837607,0.33157811,0.0322791,0.126383936
"2011 CHE to DEU","Switzerland","CHE","Europe",2011,0.01920446,7912398,9.04767589673826e-05,0,3044.03040877368,6,14.6,82.695122,0.492984434,0.26369,780,1020,240,1.17029999,0.154470501,0.58176388,0.00323904124379184,0.039251927,80274983,4.67058957957051e-05,-5.6843418860808e-14,3163.76192867906,6,13.2,80.4365854,0.490463861,0.2284,1060,830,-230,0.906800003,0.106654196,0.91273794,-0.020047467,0.098566175,1.93715926920949,0,-95.6332961171071,1,1.106060606,1.028078474,1.00513916,1.154509632,0.735849057,1.228915663,-1.043478261,1.290582252,0.637383256,0.047816305,0.063191968
"2011 CHE to IRL","Switzerland","CHE","Europe",2011,0.01920446,7912398,9.04767589673826e-05,0,3044.03040877368,6,14.6,82.695122,0.492984434,0.26369,780,1020,240,1.17029999,0.154470501,0.58176388,0.00323904124379184,0.010685267,4580084,5.21831329294397e-05,500,3163.76192867906,7,12.5,80.7463415,0.496331066,0.38258,620,1620,1000,0.972099991,0.123308802,0.91481045,0.008519193,1.727566132,1.73383148707691,-500,-95.6332961171071,0.857142857,1.168,1.024134598,0.993257259,0.689241466,1.258064516,0.62962963,0.24,1.20388849,0.635939259,0.031161699,0.063191968
"2011 AUT to DEU","Austria","AUT","Europe",2011,0.029227973,8391643,5.14422762503124e-05,400,3044.03040877368,5,16.5,80.9829268,0.48770054,0.42885,910,930,20,1.11699997,0.109884901,0.88720638,0.00323904124379184,0.039251927,80274983,4.67058957957051e-05,0,2500,6,13.2,80.4365854,0.490463861,0.2284,1060,830,-230,0.906800003,0.106654196,0.91273794,-0.010023954,0.104536216,1.10140862034473,400,-1.77635683940025e-15,0.833333333,1.25,1.0067922,0.994365902,1.87762697,0.858490566,1.120481928,-0.086956522,1.231804109,0.972027502,0.003230705,0.059583088
"2011 AUT to USA","Austria","AUT","Americas",2011,0.029227973,8391643,5.14422762503124e-05,400,3044.03040877368,5,16.5,80.9829268,0.48770054,0.42885,910,930,20,1.11699997,0.109884901,0.88720638,0.00323904124379184,0.01549895,311583481,5.0065966494546e-05,1000,2500,15,13.4,78.6414634,0.494003966,0.19056,807.3,1270,462.7,0.863099976,0.136660798371919,4.70531144,0.013729023,0.026932246,1.02748992683316,-600,-1.77635683940025e-15,0.333333333,1.231343284,1.029773904,0.98724013,2.250472292,1.127214171,0.732283465,0.043224552,1.294172171,0.188554231,-0.0293293935051145,0.059583088
"2011 BGR to AUT","Bulgaria","BGR","Europe",2011,0.021012058,7348328,7.84916528222475e-06,2400,4300,12,11,74.1634146,0.486917529,0.27362,1470,960,-510,0.88,0.1110005,1.7347342,0.00323904124379184,0.029227973,8391643,5.14422762503124e-05,400,2500,5,16.5,80.9829268,0.48770054,0.42885,910,930,20,1.11699997,0.109884901,0.88720638,-0.008215915,0.875672142,0.152581997811131,2000,1800,2.4,0.666666667,0.915790742,0.998394485,0.638031946,1.615384615,1.032258065,-25.5,0.787824551,1.955276967,0.001115599,0.149693917
"2011 BGR to BEL","Bulgaria","BGR","Europe",2011,0.021012058,7348328,7.84916528222475e-06,2400,4300,12,11,74.1634146,0.486917529,0.27362,1470,960,-510,0.88,0.1110005,1.7347342,0.00323904124379184,0.016945139,11038264,4.74105669242917e-05,200,2500,6,21.1,80.5853659,0.491078241,0.02302,940,1170,230,1.01769997,0.116301403,2.89328218013457,0.004066919,0.665714101,0.165557296430536,2200,1800,2,0.521327014,0.920308716,0.991527394,11.88618593,1.563829787,0.820512821,-2.217391304,0.864694926,1,-0.005300903,0.394647599
"2011 BGR to CAN","Bulgaria","BGR","Americas",2011,0.021012058,7348328,7.84916528222475e-06,2400,4300,12,11,74.1634146,0.486917529,0.27362,1470,960,-510,0.88,0.1110005,1.7347342,0.00323904124379184,0.031468814,34339328,5.22236961072739e-05,-142.233741762146,2500,11,11.3,81.4487805,0.496102626,0.18904,710,1100,390,0.812799988,0.122191401,1.75453042,-0.010456756,0.213991608,0.150298923042551,2400,1800,1.090909091,0.973451327,0.910552793,0.98148549,1.447418536,2.070422535,0.872727273,-1.307692308,1.082677181,0.988717084,-0.011190901,14.69722092
"2011 BGR to CRI","Bulgaria","BGR","Americas",2011,0.021012058,7348328,7.84916528222475e-06,2400,4300,12,11,74.1634146,0.486917529,0.27362,1470,960,-510,0.88,0.1110005,1.7347342,0.00323904124379184,0.044031592,4633086,9.22983451634613e-06,1600,3800,30,6.9,78.919,0.500792992,0.27132,458.7,1555.4,1096.7,0.886399994,0.230096207,10.230762,-0.023019535,1.586054738,0.850412352282568,800,500,0.4,1.594202899,0.939740932,0.972293017,1.008477075,3.20470896,0.617204578,-0.465031458,0.99277979,0.169560606,-0.119095707,0.176910993
"2011 BGR to CZE","Bulgaria","BGR","Europe",2011,0.021012058,7348328,7.84916528222475e-06,2400,4300,12,11,74.1634146,0.486917529,0.27362,1470,960,-510,0.88,0.1110005,1.7347342,0.00323904124379184,0.017603596,10496088,2.18712660755131e-05,0,2500,4,16.1,77.8731707,0.491159808,0.26815,1020,1040,20,0.943799973,0.098224602,0.81389204,0.003408461,0.7001016,0.358880242923505,2400,1800,3,0.683229814,0.952361563,0.991362733,1.02039903,1.441176471,0.923076923,-25.5,0.932400959,2.131405782,0.012775898,0.340213447
"2011 BGR to FIN","Bulgaria","BGR","Europe",2011,0.021012058,7348328,7.84916528222475e-06,2400,4300,12,11,74.1634146,0.486917529,0.27362,1470,960,-510,0.88,0.1110005,1.7347342,0.00323904124379184,0.025476648,5388272,5.11489316426491e-05,0,2500,4,17.9,80.4707317,0.491048112,0.15687,940,1110,170,1.02410004,0.120114403,2.0408027,-0.004464591,1.363763373,0.153457071929924,2400,1800,3,0.61452514,0.921619737,0.991588232,1.744246829,1.563829787,0.864864865,-3,0.859291051,0.850025434,-0.009113903,0.136085379
"2011 BGR to FRA","Bulgaria","BGR","Europe",2011,0.021012058,7348328,7.84916528222475e-06,2400,4300,12,11,74.1634146,0.486917529,0.27362,1470,960,-510,0.88,0.1110005,1.7347342,0.00323904124379184,0.021927006,65342789,4.38481060549772e-05,0,2500,9,18,82.1146341,0.484468651,0.21378,840,1270,430,0.987699966,0.133539280610929,1.35395416,-0.000914949,0.112458132,0.179008080129695,2400,1800,1.333333333,0.611111111,0.903169276,1.005054771,1.27991393,1.75,0.755905512,-1.186046512,0.890958824,1.281235548,-0.018079034673324,1.115900107
"2011 BGR to GBR","Bulgaria","BGR","Europe",2011,0.021012058,7348328,7.84916528222475e-06,2400,4300,12,11,74.1634146,0.486917529,0.27362,1470,960,-510,0.88,0.1110005,1.7347342,0.00323904124379184,0.014575634,63258810,4.21506981399113e-05,400,2500,9,8.3,80.9512195,0.491588303,0.1843,870,1280,410,0.994599991,0.124685698,1.00121955,0.006436424,0.116162919,0.186216732547844,2000,1800,1.333333333,1.325301205,0.916149442,0.990498606,1.484644601,1.689655172,0.75,-1.243902439,0.884777808,1.732621182,-0.013685198,0.217736606
"2011 BGR to DEU","Bulgaria","BGR","Europe",2011,0.021012058,7348328,7.84916528222475e-06,2400,4300,12,11,74.1634146,0.486917529,0.27362,1470,960,-510,0.88,0.1110005,1.7347342,0.00323904124379184,0.039251927,80274983,4.67058957957051e-05,0,2500,6,13.2,80.4365854,0.490463861,0.2284,1060,830,-230,0.906800003,0.106654196,0.91273794,-0.01823987,0.091539453,0.1680551276986,2400,1800,2,0.833333333,0.922010976,0.992769432,1.197985989,1.386792453,1.156626506,2.217391304,0.97044552,1.900582987,0.004346304,2.748924653
"2011 BGR to IRL","Bulgaria","BGR","Europe",2011,0.021012058,7348328,7.84916528222475e-06,2400,4300,12,11,74.1634146,0.486917529,0.27362,1470,960,-510,0.88,0.1110005,1.7347342,0.00323904124379184,0.010685267,4580084,5.21831329294397e-05,500,2500,7,12.5,80.7463415,0.496331066,0.38258,620,1620,1000,0.972099991,0.123308802,0.91481045,0.010326791,1.604409002,0.150415753934094,1900,1800,1.714285714,0.88,0.918473992,0.981033755,0.715196822,2.370967742,0.592592593,-0.51,0.905256669,1.896277201,-0.012308302,0.312996371
"2011 BGR to NLD","Bulgaria","BGR","Europe",2011,0.021012058,7348328,7.84916528222475e-06,2400,4300,12,11,74.1634146,0.486917529,0.27362,1470,960,-510,0.88,0.1110005,1.7347342,0.00323904124379184,0.015511893,16693074,5.42303129010271e-05,100,2500,7,10.1,81.204878,0.496683542,0.12121,810,1080,270,1.03010002,0.118877096,0.85433366,0.005500164,0.440202206,0.144737598998365,2300,1800,1.714285714,1.089108911,0.91328768,0.980337554,2.257404505,1.814814815,0.888888889,-1.888888889,0.854285975,2.030511358,-0.007876596,0.0680426890000001
"2011 BGR to NOR","Bulgaria","BGR","Europe",2011,0.021012058,7348328,7.84916528222475e-06,2400,4300,12,11,74.1634146,0.486917529,0.27362,1470,960,-510,0.88,0.1110005,1.7347342,0.00323904124379184,0.009814345,4953088,0.00010060056241682,100,2500,4,13.3,81.295122,0.500701549,0.20545,840,1220,380,0.801800003,0.148268099,2.24317877,0.011197713,1.48358519,0.0780230755540233,2300,1800,3,0.827067669,0.912273858,0.972470586,1.331808226,1.75,0.786885246,-1.342105263,1.097530552,0.773337472,-0.037267599,0.217736606
"2011 BGR to NZL","Bulgaria","BGR","Oceania",2011,0.021012058,7348328,7.84916528222475e-06,2400,4300,12,11,74.1634146,0.486917529,0.27362,1470,960,-510,0.88,0.1110005,1.7347342,0.00323904124379184,0.022517586,4384000,3.83876270757299e-05,522.14018333886,2500,10,11.4,80.904878,0.491228817,0.139,686,1400,714,0.915,0.157629404,0.88261773,-0.001505529,1.676169708,0.204471228886853,2400,1800,1.2,0.964912281,0.916674204,0.991223464,1.968489209,2.142857143,0.685714286,-0.714285714,0.961748634,1.965442276,-0.046628904,0.095259765
"2011 BGR to SWE","Bulgaria","BGR","Europe",2011,0.021012058,7348328,7.84916528222475e-06,2400,4300,12,11,74.1634146,0.486917529,0.27362,1470,960,-510,0.88,0.1110005,1.7347342,0.00323904124379184,0.031953332,9449213,6.07557595537321e-05,500,2500,5,14.2,81.802439,0.498498052,0.14703,950,1180,230,0.852699966,0.130951204,0.85563034,-0.010941275,0.777665611,0.129192118407852,1900,1800,2.4,0.774647887,0.906616178,0.976769172,1.860980752,1.547368421,0.813559322,-2.217391304,1.03201599,2.027434184,-0.019950705,0.625992743
"2011 BGR to CHE","Bulgaria","BGR","Europe",2011,0.021012058,7348328,7.84916528222475e-06,2400,4300,12,11,74.1634146,0.486917529,0.27362,1470,960,-510,0.88,0.1110005,1.7347342,0.00323904124379184,0.01920446,7912398,9.04767589673826e-05,0,2500,6,14.6,82.695122,0.492984434,0.26369,780,1020,240,1.17029999,0.154470501,0.58176388,0.001807598,0.928710613,0.086753386967082,2400,1800,2,0.753424658,0.896829375,0.987693517,1.037657856,1.884615385,0.941176471,-2.125,0.751943952,2.981852706,-0.043470001,0.639601281
"2011 BGR to USA","Bulgaria","BGR","Americas",2011,0.021012058,7348328,7.84916528222475e-06,2400,4300,12,11,74.1634146,0.486917529,0.27362,1470,960,-510,0.88,0.1110005,1.7347342,0.00323904124379184,0.01549895,311583481,5.0065966494546e-05,1000,2500,15,13.4,78.6414634,0.494003966,0.19056,807.3,1270,462.7,0.863099976,0.132876039439676,4.70531144,0.005513108,0.023583818,0.156776465767016,1400,1800,0.8,0.820895522,0.943057408,0.985655101,1.435873216,1.82088443,0.755905512,-1.102226064,1.01958061,0.368675745,-0.0161977284340269,12.01633895
"2011 SRB to ALB","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2011,0.020362767,7234099,6.80915980414423e-06,5295.56818012696,2600,12,18,74.5365854,0.490161552,0.44785,1420,910,-510,1.02139999,0.101795702,1.50606425,0,0.025454061,2905195,4.43714261176961e-06,1998.96436488504,4100,22,7.9,76.914,0.504697977,0.46753,691.5,1210,518.5,0.874000015,0.128400002,4.84873153,-0.005091295,2.490056261,1.53458213988498,540.471392553107,-1500,0.545454545,2.278481013,0.969089963,0.971197774,0.957906445,2.053506869,0.752066116,-0.983606557,1.168649854,0.310609948,-0.0266043,0.981462930000006
"2011 SRB to ARG","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Americas",2011,0.020362767,7234099,6.80915980414423e-06,5323.09554156977,2600,12,18,74.5365854,0.490161552,0.44785,1420,910,-510,1.02139999,0.101795702,1.50606425,0,0.060039517,41261490,1.28488641975847e-05,1100,3300,48,8.5,75.439,0.486715491,0.0901,769.4,1805.5,1036.1,0.926500015,0.151585598,6.07688722,-0.03967675,0.175323261,0.529942545849632,-1100,-700,0.25,2.117647059,0.988037824,1.007080235,4.970588235,1.845593969,0.504015508,-0.49223048,1.102428466,0.24783482,-0.049789896,0.234998165999997
"2011 SRB to AUS","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Oceania",2011,0.020362767,7234099,6.80915980414423e-06,5185.13268459662,2600,12,18,74.5365854,0.490161552,0.44785,1420,910,-510,1.02139999,0.101795702,1.50606425,0,0.024697463,22340024,6.25964321703504e-05,1060.57536864167,2500,6,11.2,81.895122,0.49987723,0.147,660,1360,700,0.956500015,0.134849997,1.10036373,-0.004334696,0.323817871,0.108778720576498,1908.19840774797,100,2,1.607142857,0.910146827,0.980563872,3.046598639,2.151515152,0.669117647,-0.728571429,1.067851515,1.36869674,-0.033054295,1.20263767500001
"2011 SRB to AUT","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2011,0.020362767,7234099,6.80915980414423e-06,5117.28490275749,2600,12,18,74.5365854,0.490161552,0.44785,1420,910,-510,1.02139999,0.101795702,1.50606425,0,0.029227973,8391643,5.14422762503124e-05,400,2500,5,16.5,80.9829268,0.48770054,0.42885,910,930,20,1.11699997,0.109884901,0.88720638,-0.008865206,0.862059909,0.132365056534661,-400,100,2.4,1.090909091,0.92039876,1.005046154,1.044304535,1.56043956,0.978494624,-25.5,0.914413623,1.697535414,-0.008089199,67.56888453
"2011 SRB to BEL","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2011,0.020362767,7234099,6.80915980414423e-06,5124.84242063509,2600,12,18,74.5365854,0.490161552,0.44785,1420,910,-510,1.02139999,0.101795702,1.50606425,0,0.016945139,11038264,4.74105669242917e-05,200,2500,6,21.1,80.5853659,0.491078241,0.02302,940,1170,230,1.01769997,0.116301403,2.97782329973493,0.003417628,0.655365644,0.143621142835468,-200,100,2,0.853080569,0.924939467,0.998133312,19.45482189,1.510638298,0.777777778,-2.217391304,1.003635669,1,-0.014505701,29.25036
"2011 SRB to BIH","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2011,0.020362767,7234099,6.80915980414423e-06,5193.11459499391,2600,12,18,74.5365854,0.490161552,0.44785,1420,910,-510,1.02139999,0.101795702,1.50606425,0,0.009595112,3661173,5.09255472494744e-06,100,2500,10,10.6,76.219,0.490924357,0.54122,987,918.8,-68.2,0.974700012,0.116312552402274,1.39299618,0.010767654,1.975896523,1.33708132203027,-100,100,1.2,1.698113208,0.977926572,0.998446186,0.827482355,1.438703141,0.99042229,7.478005865,1.047912155,1.081168973,-0.0271799357652595,2.41909877099999
"2011 SRB to BGR","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2011,0.020362767,7234099,6.80915980414423e-06,5194.17289402089,2600,12,18,74.5365854,0.490161552,0.44785,1420,910,-510,1.02139999,0.101795702,1.50606425,0,0.021012058,7348328,7.84916528222475e-06,2400,4300,12,11,74.1634146,0.486917529,0.27362,1470,960,-510,0.88,0.1110005,1.7347342,-0.000649291000000001,0.984455103,0.867501136657714,-2400,-1700,1,1.636363636,1.005031737,1.006662365,1.636759009,0.965986395,0.947916667,1,1.160681807,0.868181563,-0.009204798,1.70028085
"2011 SRB to CAN","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Americas",2011,0.020362767,7234099,6.80915980414423e-06,5163.42581394023,2600,12,18,74.5365854,0.490161552,0.44785,1420,910,-510,1.02139999,0.101795702,1.50606425,0,0.031468814,34339328,5.22236961072739e-05,876.128434537602,2500,11,11.3,81.4487805,0.496102626,0.18904,710,1100,390,0.812799988,0.122191401,1.75453042,-0.011106047,0.21066513,0.130384486577844,2177.03473858083,100,1.090909091,1.592920354,0.915134456,0.988024505,2.369075328,2,0.827272727,-1.307692308,1.256643707,0.858385944,-0.020395699,9.068164536
"2011 SRB to CYP","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Asia",2011,0.020362767,7234099,6.80915980414423e-06,5268.16497399556,2600,12,18,74.5365854,0.490161552,0.44785,1420,910,-510,1.02139999,0.101795702,1.50606425,0,0.004014379,1124837,2.45743041702931e-05,0,6100,8,4.3,79.621,0.499057197,0.32594,675.3,1144.1,468.8,1.17919998,0.154976501,0.80011593,0.016348387,6.431242038,0.277084541517784,0,-3500,1.5,4.186046512,0.936142292,0.982175099,1.374025894,2.10276914,0.795385019,-1.087883959,0.866180468,1.882307543,-0.053180799,1.810868223
"2011 SRB to CZE","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2011,0.020362767,7234099,6.80915980414423e-06,5131.30976296666,2600,12,18,74.5365854,0.490161552,0.44785,1420,910,-510,1.02139999,0.101795702,1.50606425,0,0.017603596,10496088,2.18712660755131e-05,0,2500,4,16.1,77.8731707,0.491159808,0.26815,1020,1040,20,0.943799973,0.098224602,0.81389204,0.002759171,0.689218593,0.311329018660137,0,100,3,1.118012422,0.957153596,0.997967554,1.670147306,1.392156863,0.875,-25.5,1.08222083,1.850447204,0.0035711,0.746464763999995
"2011 SRB to DNK","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2011,0.020362767,7234099,6.80915980414423e-06,5143.01019616907,2600,12,18,74.5365854,0.490161552,0.44785,1420,910,-510,1.02139999,0.101795702,1.50606425,0,0.013367778,5570572,6.17536471299536e-05,0,2500,5,12.6,79.8,0.496435595,0.13043,940,1060,120,0.907699966,0.150362597,0.82393274,0.006994989,1.298627681,0.110263281937261,0,100,2.4,1.428571429,0.934042424,0.987361817,3.433642567,1.510638298,0.858490566,-4.25,1.125261681,1.827897081,-0.048566895,24.66098404
"2011 SRB to FIN","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2011,0.020362767,7234099,6.80915980414423e-06,5133.37154237731,2600,12,18,74.5365854,0.490161552,0.44785,1420,910,-510,1.02139999,0.101795702,1.50606425,0,0.025476648,5388272,5.11489316426491e-05,0,2500,4,17.9,80.4707317,0.491048112,0.15687,940,1110,170,1.02410004,0.120114403,2.0408027,-0.005113881,1.342563813,0.133124184327373,0,100,3,1.005586592,0.926257085,0.998194555,2.85491171,1.510638298,0.81981982,-3,0.99736349,0.73797641,-0.018318701,6.19289285400002
"2011 SRB to FRA","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2011,0.020362767,7234099,6.80915980414423e-06,5164.74686621609,2600,12,18,74.5365854,0.490161552,0.44785,1420,910,-510,1.02139999,0.101795702,1.50606425,0,0.021927006,65342789,4.38481060549772e-05,0,2500,9,18,82.1146341,0.484468651,0.21378,840,1270,430,0.987699966,0.114705341815901,1.35395416,-0.001564239,0.110709982,0.155289712983426,0,100,1.333333333,1,0.907713786,1.011750813,2.094910656,1.69047619,0.716535433,-1.186046512,1.034119697,1.112345081,-0.0265492626110092,150.5508841
"2011 SRB to GBR","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2011,0.020362767,7234099,6.80915980414423e-06,5182.57593594898,2600,12,18,74.5365854,0.490161552,0.44785,1420,910,-510,1.02139999,0.101795702,1.50606425,0,0.014575634,63258810,4.21506981399113e-05,400,2500,9,8.3,80.9512195,0.491588303,0.1843,870,1280,410,0.994599991,0.124685698,1.00121955,0.005787133,0.114357178,0.16154322714994,-400,100,1.333333333,2.168674699,0.920759265,0.99709767,2.430005426,1.632183908,0.7109375,-1.243902439,1.026945505,1.504229767,-0.022889996,60.64335033
