"","Country.O","ISO.O","Continent.A","Year","Growth.O","Popultion.O","GDP.O","X..1.90.O","Malnourished.O","Maternal.Mortality.O","Suicide.Mortality.O","Life.Expectancy.O","X..Male.O","X..Rural.O","Death.Rate.O","Birth.Rate.O","Natural.Increase.O","X..Crop.Production.O","Education.Budget.O","Homicide.O","LDC.A","Growth.A","Popultion.A","GDP.A","X..1.90.A","Malnourished.A","Maternal.Mortality.A","Suicide.Mortality.A","Life.Expectancy.A","X..Male.A","X..Rural.A","Death.Rate.A","Birth.Rate.A","Natural.Increase.A","X..Crop.Production.A","Education.Budget.A","Homicide.A","Growth.D","Popultion.D","GDP.D","X..1.90.D","Malnourished.D","Maternal.Mortality.D","Suicide.Mortality.D","Life.Expectancy.D","X..Male.D","X..Rural.D","Death.Rate.D","Birth.Rate.D","Natural.Increase.D","X..Crop.Production.D","Homicide.D","Education.Budget.D","Total"
"2005 SRB to SVK","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2005,0.055303471,7440769,3.72047915477553e-06,5369.77214478853,2500,12,20.1,72.8341463,0.489575713,0.46117,1430,970,-460,0.967487626066535,0.0962473010149643,1.59890048,0,0.066234624,5372807,1.16901134695514e-05,200,5500,7,13.7,73.904878,0.484811154,0.44437,1000,1010,9.99999999999994,0.927300034,0.094646997,1.72255334,-0.010931153,1.384894153,0.318258600694173,-200,-3000,1.714285714,1.467153285,0.985512029,1.009827658,1.037806333,1.43,0.96039604,-46,1,0.928215367,-0.0311073976718401,0.779489324000011
"2005 SRB to SVN","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2005,0.055303471,7440769,3.72047915477553e-06,5313.46133526808,2500,12,20.1,72.8341463,0.489575713,0.46117,1430,970,-460,0.970075435779283,0.0953572882966045,1.59890048,0,0.037979726,2000474,1.80989085436752e-05,100,2500,10,26.8,77.6121951,0.488974571,0.48467,940,910,-30,1.1275,0.120792799,1.00251682,0.017323745,3.719502978,0.205563730309897,-100,0,1.2,0.75,0.938436881,1.001229393,0.951513401,1.521276596,1.065934066,15.33333333,1,1.594886438,-0.0298554921655234,2.284710088
"2005 SRB to SWE","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2005,0.055303471,7440769,3.72047915477553e-06,5298.3219991776,2500,12,20.1,72.8341463,0.489575713,0.46117,1430,970,-460,0.970771176460568,0.0951180056121112,1.59890048,0,0.028588032,9029572,4.34370631188278e-05,1000,2500,5,15.7,80.5463415,0.495881731,0.15681,1020,1120,100,0.876900024,0.126876202,0.91828106,0.026715439,0.824044484,0.0856521801346853,-1000,0,2.4,1.280254777,0.904251453,0.987283222,2.940947644,1.401960784,0.866071429,-4.6,1,1.741188564,-0.0295189134806305,191.0152029
"2005 SRB to CHE","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2005,0.055303471,7440769,3.72047915477553e-06,5312.22729161157,2500,12,20.1,72.8341463,0.489575713,0.46117,1430,970,-460,0.970132147273709,0.0953377837901224,1.59890048,0,0.028826384,7437115,5.6242893366581e-05,2140.51963956624,2500,7,19,81.2365854,0.489520657,0.26522,820,980,160,0.999300003,0.1570399,5.54069235519733,0.026477087,1.00049132,0.0661502090677684,334.150800453373,0,1.714285714,1.057894737,0.896568288,1.000112469,1.738820602,1.743902439,0.989795918,-2.875,1,1,-0.0298280568282982,149.2990845
"2005 SRB to UKR","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2005,0.055303471,7440769,3.72047915477553e-06,5354.74257068962,2500,12,20.1,72.8341463,0.489575713,0.46117,1430,970,-460,0.968178322544935,0.0960097531584608,1.59890048,0,0.030712304,47105171,1.8944707813501e-06,200,2500,33,33.8,67.9568293,0.463846162,0.3221,1660,900,-760,0.631100006,0.137386503,6.46182538,0.024591167,0.157960768,1.96386198795007,-200,0,0.363636364,0.594674556,1.071770815,1.05547001,1.431760323,0.861445783,1.077777778,0.605263158,1,0.247437897,-0.0307732592225395,0.0671973559999941
"2005 SRB to USA","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Americas",2005,0.055303471,7440769,3.72047915477553e-06,5399.27703570306,2500,12,20.1,72.8341463,0.489575713,0.46117,1430,970,-460,0.966131704460499,0.0967136364910724,1.59890048,0,0.034832203,295516599,4.41234070577538e-05,1000,2500,13,11.9,77.4878049,0.49346198,0.20072,830,1400,570,0.818000031,0.127992953741958,6.73127457379075,0.020471268,0.0251788529999999,0.0843198520437404,-1000,0,0.923076923,1.68907563,0.939943342,0.992124485,2.297578717,1.722891566,0.692857143,-0.807017544,1,1,-0.0317633522871926,62.53385907
"2006 CHE to CAN","Switzerland","CHE","Americas",2006,0.040150076,7483934,5.90110324596663e-05,0,3044.03040877368,7,18.8,81.4902439,0.489984327,0.26496,810,980,170,0.964300003,0.158538799,0.809025786814282,0.00323904124379184,0.041658176,32571174,4.05040607378782e-05,46.9301403309959,3163.76192867906,11,11.2,80.3439024,0.495849094,0.19787,700,1090,390,0.707900009,0.121644515119843,1.8686422,-0.0015081,0.229771699,1.45691645194678,0,-95.6332961171071,0.636363636,1.678571429,1.014267934,0.988172274,1.339061,1.157142857,0.899082569,0.435897436,1.362198037,1,0.0338222621522118,0.066809782
"2006 CHE to DEU","Switzerland","CHE","Europe",2006,0.040150076,7483934,5.90110324596663e-05,0,3044.03040877368,7,18.8,81.4902439,0.489984327,0.26496,810,980,170,0.964300003,0.158538799,0.779357424327353,0.00323904124379184,0.038164419,82376451,3.63538803340775e-05,-5.6843418860808e-14,3163.76192867906,6,12.8,79.1317073,0.488936556,0.23821,1000,820,-180,0.905999985,0.094924898,1.21268307,0.001985657,0.090850406,1.62323889272283,0,-95.6332961171071,1.166666667,1.46875,1.029805203,1.002142958,1.112295873,0.81,1.195121951,-0.944444444,1.064348807,1,0.063613901,0.37413478
"2006 CHE to IRL","Switzerland","CHE","Europe",2006,0.040150076,7483934,5.90110324596663e-05,0,3044.03040877368,7,18.8,81.4902439,0.489984327,0.26496,810,980,170,0.964300003,0.158538799,0.870570207265474,0.00323904124379184,0.04980502,4273591,5.4329161868789e-05,400,3163.76192867906,6,10.9,79.2414634,0.499027447,0.39262,670,1530,860,0.853399963,0.135489998,1.46550658,-0.009654944,1.751205017,1.08617601357784,-400,-95.6332961171071,1.166666667,1.724770642,1.028378836,0.981878511,0.674851001,1.208955224,0.640522876,0.197674419,1.129950838,1,0.023048801,0.066809782
"2006 AUT to CAN","Austria","AUT","Americas",2006,0.034540418,8268641,4.06693269546955e-05,100,3044.03040877368,5,16.4,79.8804878,0.486268224,0.41468,900,940,40,1.02199997,0.103745804,0.73623971,0.00323904124379184,0.041658176,32571174,4.05040607378782e-05,771.740078952189,2500,11,11.2,80.3439024,0.495849094,0.19787,700,1090,390,0.707900009,0.137133236214379,1.8686422,-0.007117758,0.253863769,1.00408023822319,100,-1.77635683940025e-15,0.454545455,1.464285714,0.994232112,0.980677851,2.095719412,1.285714286,0.862385321,0.102564103,1.443706678,0.393997155,-0.0297815004562714,0.072563315
"2006 AUT to DEU","Austria","AUT","Europe",2006,0.034540418,8268641,4.06693269546955e-05,100,3044.03040877368,5,16.4,79.8804878,0.486268224,0.41468,900,940,40,1.02199997,0.103745804,0.73623971,0.00323904124379184,0.038164419,82376451,3.63538803340775e-05,0,2500,6,12.8,79.1317073,0.488936556,0.23821,1000,820,-180,0.905999985,0.094924898,1.21268307,-0.003624001,0.100376271,1.11870662996524,100,-1.77635683940025e-15,0.833333333,1.28125,1.009462459,0.99454258,1.740816926,0.9,1.146341463,-0.222222222,1.128035306,0.607116342,0.008820906,0.302347145
"2006 AUT to USA","Austria","AUT","Americas",2006,0.034540418,8268641,4.06693269546955e-05,100,3044.03040877368,5,16.4,79.8804878,0.486268224,0.41468,900,940,40,1.02199997,0.103745804,0.73623971,0.00323904124379184,0.027828106,298379912,4.63020008867085e-05,1000,2500,14,12.1,77.6878049,0.493561035,0.19901,810,1430,620,0.790100021,0.140946604432149,5.8130909,0.006712312,0.027711788,0.878349232773006,-900,-1.77635683940025e-15,0.357142857,1.355371901,1.028224287,0.985224094,2.083714386,1.111111111,0.657342657,0.064516129,1.293507079,0.126652021,-0.0334307641765479,0.181408287
"2006 BGR to ARG","Bulgaria","BGR","Americas",2006,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,0.00323904124379184,0.080471515,39289876,5.91901233793662e-06,3300,3400,57,8.6,74.62,0.486027902,0.098,776.2,1859.6,1083.4,0.759800034,0.1550984,5.37288537,-0.012445621,0.193460066,0.764156344830499,2300,1700,0.245614035,1.558139535,0.973092939,1.001292667,2.966122449,1.919608348,0.521617552,-0.479970463,0.946169995,0.453651945,-0.034993601,0.0657806279999997
"2006 BGR to AUT","Bulgaria","BGR","Europe",2006,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,0.00323904124379184,0.034540418,8268641,4.06693269546955e-05,100,2500,5,16.4,79.8804878,0.486268224,0.41468,900,940,40,1.02199997,0.103745804,0.73623971,0.033485475,0.919258921,0.111215286109919,5500,2600,2.8,0.817073171,0.909010412,1.000797811,0.700974245,1.655555556,1.031914894,-13,0.703424672,3.310633571,0.016358995,0.749899158
"2006 BGR to BEL","Bulgaria","BGR","Europe",2006,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,0.00323904124379184,0.025523499,10547958,3.87051067988705e-05,200,2500,7,20.2,79.3804878,0.490741923,0.02546,960,1160,200,0.886600037,0.137941454324536,4.52708577995813,0.042502394,0.720615497,0.116859277941491,5400,2600,2,0.663366337,0.914736066,0.991674344,11.4171249,1.552083333,0.836206897,-2.6,0.810850399,1,-0.0305659507950037,0.828835912
"2006 BGR to CAN","Bulgaria","BGR","Americas",2006,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,0.00323904124379184,0.041658176,32571174,4.05040607378782e-05,2037.05787478278,2500,11,11.2,80.3439024,0.495849094,0.19787,700,1090,390,0.707900009,0.137732888933305,1.8686422,0.026367718,0.233366534,0.111669070971308,5600,2600,1.272727273,1.196428571,0.903767342,0.981460247,1.469045333,2.128571429,0.889908257,-1.333333333,1.015538897,1.304380207,-0.0299743479379573,11.60370277
"2006 BGR to CYP","Bulgaria","BGR","Asia",2006,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,0.00323904124379184,0.047138287,1045508,1.91990748516511e-05,0,7500,9,3.5,78.764,0.505423201,0.31875,678.3,1173.3,495,1.42990005,0.161796207,1.43470925,0.020887607,7.270171056,0.235586915938051,5600,-2400,1.555555556,3.828571429,0.921895728,0.962868688,0.911937255,2.196668141,0.826728032,-1.050505051,0.502762409,1.698894672,-0.041691408,1.302456433
"2006 BGR to CZE","Bulgaria","BGR","Europe",2006,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,0.00323904124379184,0.067669327,10238905,1.5261797594567e-05,100,2500,5,14.5,76.5243902,0.487710428,0.26467,1020,1030,10,0.781699982,0.101192799,1.26230639,0.000356567,0.742366689,0.296364226110195,5500,2600,2.8,0.924137931,0.948876494,0.997838362,1.098273321,1.460784314,0.941747573,-52,0.919662288,1.93092574,0.018912001,0.420996019
"2006 BGR to FIN","Bulgaria","BGR","Europe",2006,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,0.00323904124379184,0.040274097,5266268,4.1222602002025e-05,100,2500,4,21,79.2146341,0.489712344,0.16963,910,1120,210,1.0175,0.122838202,2.25485979,0.027751797,1.443341281,0.109722594244344,5500,2600,3.5,0.638095238,0.916651272,0.993759255,1.713611979,1.637362637,0.866071429,-2.476190476,0.706535621,1.080962954,-0.002733402,0.552557275
"2006 BGR to FRA","Bulgaria","BGR","Europe",2006,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,0.00323904124379184,0.024493236,63621376,3.64741595812074e-05,0,2500,9,18.5,80.8121951,0.484105006,0.22623,830,1310,480,0.958399963,0.138977775209077,1.42906093,0.043532658,0.11947277,0.124006992487215,5600,2600,1.555555556,0.724324324,0.898530166,1.005269867,1.284887062,1.795180723,0.740458015,-1.083333333,0.750104363,1.705609501,-0.0335055103858497,1.052490047
"2006 BGR to GBR","Bulgaria","BGR","Europe",2006,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,0.00323904124379184,0.025841047,60846820,4.45366197280318e-05,200,2500,11,7.8,79.2487805,0.490001874,0.19801,940,1230,290,0.916800003,0.129601698,1.41397719,0.042184847,0.124920612,0.101558018115987,5400,2600,1.272727273,1.717948718,0.916256309,0.993172067,1.468006666,1.585106383,0.788617886,-1.793103448,0.78414048,1.723804257,-0.009496899,0.197341884
"2006 BGR to DEU","Bulgaria","BGR","Europe",2006,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,0.00323904124379184,0.038164419,82376451,3.63538803340775e-05,0,2500,6,12.8,79.1317073,0.488936556,0.23821,1000,820,-180,0.905999985,0.094924898,1.21268307,0.029861475,0.0922717829999999,0.124417277924647,5600,2600,2.333333333,1.046875,0.917611885,0.995336038,1.220267831,1.49,1.182926829,2.888888889,0.793487865,2.009939745,0.025179901,16.51093761
"2006 BGR to IRL","Bulgaria","BGR","Europe",2006,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,0.00323904124379184,0.04980502,4273591,5.4329161868789e-05,400,2500,6,10.9,79.2414634,0.499027447,0.39262,670,1530,860,0.853399963,0.135489998,1.46550658,0.018220874,1.778603053,0.0832527261158187,5200,2600,2.333333333,1.229357798,0.916340915,0.975209234,0.740359635,2.223880597,0.633986928,-0.604651163,0.842395155,1.663192737,-0.015385199,0.499932772
"2006 BGR to NLD","Bulgaria","BGR","Europe",2006,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,0.00323904124379184,0.03460989,16346101,4.49009381442094e-05,0,2500,9,9.6,79.697561,0.496016962,0.16364,830,1130,300,0.876999969,0.119710798,0.7785845,0.033416004,0.465005202,0.100733993990003,5600,2600,1.555555556,1.395833333,0.911096829,0.981128089,1.776338304,1.795180723,0.85840708,-1.733333333,0.819726362,3.130578505,0.000394001000000001,0.302590888
"2006 BGR to NOR","Bulgaria","BGR","Europe",2006,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,0.00323904124379184,0.023998284,4660677,7.41483200831124e-05,100,2500,4,12.8,80.3439024,0.496682421,0.2205,890,1260,370,0.949100037,0.157071104,0.70618658,0.04402761,1.630883668,0.0610000446145565,5500,2600,3.5,1.046875,0.903767342,0.979813567,1.318276644,1.674157303,0.76984127,-1.405405405,0.757454395,3.451523958,-0.036966305,0.197341884
"2006 BGR to NZL","Bulgaria","BGR","Oceania",2006,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,0.00323904124379184,0.028810623,4184600,2.66545931988721e-05,2595.60137901476,2500,11,13.1,80.0487805,0.489976784,0.136,675,1414,739,0.769000015,0.151633701,1.17060156,0.039215271,1.816427377,0.169691234805852,5600,2600,1.272727273,1.022900763,0.907099329,0.993222925,2.137352941,2.207407407,0.685997171,-0.703653586,0.934850429,2.082194304,-0.031528902,0.092092879
"2006 BGR to SVK","Bulgaria","BGR","Europe",2006,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,0.00323904124379184,0.084931763,5373054,1.31707849800132e-05,200,5600,6,14.5,74.204878,0.484777188,0.44588,990,1000,10,0.826900024,0.095507803,1.51889149,-0.016905869,1.414655799,0.34341543347857,5400,-500,2.333333333,0.924137931,0.978536682,1.00387598,0.651924285,1.505050505,0.97,-52,0.869391671,1.60473603,0.024596996,0.11840513
"2006 BGR to SWE","Bulgaria","BGR","Europe",2006,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,0.00323904124379184,0.046627736,9080505,4.65936021619943e-05,300,2500,5,15,80.7487805,0.496289867,0.1557,1000,1170,170,0.758199997,0.127362499,1.00042106,0.021398158,0.837070405,0.0970745042943613,5300,2600,2.8,0.893333333,0.899235811,0.980588577,1.866923571,1.49,0.829059829,-3.058823529,0.948166706,2.436394032,-0.0072577,1.065646172
"2006 BGR to CHE","Bulgaria","BGR","Europe",2006,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,0.00323904124379184,0.040150076,7483934,5.90110324596663e-05,0,2500,7,18.8,81.4902439,0.489984327,0.26496,810,980,170,0.964300003,0.158538799,4.53621068223186,0.027875818,1.015645248,0.0766475461390336,5600,2600,2,0.712765957,0.891053844,0.993207635,1.097071256,1.839506173,0.989795918,-3.058823529,0.745514873,1,-0.038434,0.44730827
"2006 BGR to USA","Bulgaria","BGR","Americas",2006,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,0.00323904124379184,0.027828106,298379912,4.63020008867085e-05,1000,2500,14,12.1,77.6878049,0.493561035,0.19901,810,1430,620,0.790100021,0.138460411892274,5.8130909,0.040197788,0.025474309,0.0976858612272773,4600,2600,1,1.107438017,0.934666582,0.986010117,1.460630119,1.839506173,0.678321678,-0.838709677,0.909884793,0.419298432,-0.0320379916640457,19.799969
"2006 SRB to AUS","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Oceania",2006,0.051077901,7411569,4.38261727847369e-06,5345.3767772155,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0958617234039521,1.7056799,0,0.027268934,20697900,3.61344174433155e-05,2422.19639913049,2500,5,10.6,81.0414634,0.499283407,0.153,640,1290,650,0.926399994,0.131781998,1.36897541,0.023808967,0.358083139,0.121286507118836,-76.4005968358748,0,2.4,1.839622642,0.905528637,0.980563999,2.999673203,2.16875,0.742635659,-0.661538462,1.053864399,1.245953644,-0.0305650383050794,32.81356485
"2006 SRB to AUT","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5260.00930409091,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0945124596042989,1.7056799,0,0.034540418,8268641,4.06693269546955e-05,100,2500,5,16.4,79.8804878,0.486268224,0.41468,900,940,40,1.02199997,0.103745804,0.73623971,0.016537483,0.896346691,0.107762227866613,-100,0,2.4,1.18902439,0.918689506,1.006809226,1.106757017,1.542222222,1.019148936,-10.75,0.955283759,2.316745317,-0.0286671432015435,162.1384082
"2006 SRB to BEL","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5278.5859090439,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.094806069566807,1.7056799,0,0.025523499,10547958,3.87051067988705e-05,200,2500,7,20.2,79.3804878,0.490741923,0.02546,960,1160,200,0.886600037,0.121155040916186,5.08057805719475,0.025554402,0.702654391,0.113230982703337,-200,0,1.714285714,0.965346535,0.924476127,0.997630957,18.02631579,1.445833333,0.825862069,-2.15,1.101172944,1,-0.0290801394668674,25.63559754
"2006 SRB to BIH","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5367.5523643349,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0962122165817529,1.7056799,0,0.054140036,3765422,3.41651237762992e-06,2610.6260959245,2500,13,10.7,75.342,0.491205501,0.55718,908.6,923,14.4,0.996399994,0.12619555120503,6.29737519802739,-0.003062134,1.968323604,1.28277517949868,-351.04191062138,0,0.923076923,1.822429907,0.974029969,0.996689438,0.823701497,1.527624917,1.037919827,-29.86111111,0.979827357,1,-0.0310580473713137,41.8669785
"2006 SRB to BGR","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5387.12081489037,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0965215030228693,1.7056799,0,0.068025894,7601022,4.52305083316428e-06,5600,5100,14,13.4,72.6121951,0.486656174,0.29068,1490,970,-520,0.718899994,0.120104799,2.4374199,-0.016947992,0.975075325,0.968951586026652,-5600,-2600,0.857142857,1.455223881,1.010647947,1.006006623,1.578883996,0.931543624,0.987628866,0.826923077,1.35804699,0.699789109,-0.0314930944112889,1.95640086500001
"2006 SRB to CAN","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Americas",2006,0.051077901,7411569,4.38261727847369e-06,5326.79704604496,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0955680640304444,1.7056799,0,0.041658176,32571174,4.05040607378782e-05,2264.32129566063,2500,11,11.2,80.3439024,0.495849094,0.19787,700,1090,390,0.707900009,0.123886505615952,1.8686422,0.009419725,0.22754995,0.108201923427771,153.706581431179,0,1.090909091,1.741071429,0.913390608,0.987355509,2.319452166,1.982857143,0.878899083,-1.102564103,1.379149542,0.912791063,-0.0301519725374875,8.972459138
"2006 SRB to CHL","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Americas",2006,0.051077901,7411569,4.38261727847369e-06,5445.50004618328,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0974442078957213,1.7056799,0,0.060499908,16354507,9.40658448463167e-06,1500,3100,25,10,77.865,0.492074998,0.13158,547.6,1491.4,943.8,0.882600021,0.162312794,3.60756824,-0.009422007,0.453182049,0.465909521743407,-1500,-600,0.48,1.95,0.942469221,0.994928286,3.487992096,2.534696859,0.64234947,-0.455605001,1.106163551,0.472805997,-0.0327909852022851,0.161909037000001
"2006 SRB to CYP","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Asia",2006,0.051077901,7411569,4.38261727847369e-06,5454.82129821603,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0975915336566334,1.7056799,0,0.047138287,1045508,1.91990748516511e-05,0,7500,9,3.5,78.764,0.505423201,0.31875,678.3,1173.3,495,1.42990005,0.161796207,1.43470925,0.003939615,7.088964408,0.228272315845302,0,-5000,1.333333333,5.571428571,0.931712025,0.968652277,1.439843137,2.046292201,0.816500469,-0.868686869,0.682774976,1.188867988,-0.0329982158715817,0.60715888899999
"2006 SRB to CZE","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5290.88055617463,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0950003909130508,1.7056799,0,0.067669327,10238905,1.5261797594567e-05,100,2500,5,14.5,76.5243902,0.487710428,0.26467,1020,1030,9.99999999999994,0.781699982,0.101192799,1.26230639,-0.016591425,0.72386344,0.287162586931034,-100,0,2.4,1.344827586,0.958980081,1.003832001,1.734046171,1.360784314,0.930097087,-43,1.248944602,1.351240803,-0.0293534748454964,0.863514863999995
"2006 SRB to DNK","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5311.73163188251,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0953299497087694,1.7056799,0,0.03913008,5437272,5.20269995137267e-05,100,2500,6,14.7,78.095122,0.495432006,0.13902,1020,1200,180,0.846500015,0.1551264,5.53391320074893,0.011947822,1.363104329,0.0842373636657134,-100,0,2,1.326530612,0.939692058,0.988186732,3.301323551,1.360784314,0.798333333,-2.388888889,1.153337219,1,-0.0298170372896101,41.8669785
"2006 SRB to FIN","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5287.12629677601,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.094941053484922,1.7056799,0,0.040274097,5266268,4.1222602002025e-05,100,2500,4,21,79.2146341,0.489712344,0.16963,910,1120,210,1.0175,0.122838202,2.25485979,0.010803805,1.407366469,0.106315881716016,-100,0,3,0.928571429,0.926411726,0.999728392,2.705594529,1.525274725,0.855357143,-2.047619048,0.959508573,0.756446103,-0.0292700099112626,19.7394101
"2006 SRB to FRA","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5320.49577190558,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0954684701127991,1.7056799,0,0.024493236,63621376,3.64741595812074e-05,0,2500,9,18.5,80.8121951,0.484105006,0.22623,830,1310,480,0.958399963,0.123529498730284,1.42906093,0.026584665,0.11649495,0.120156772048882,0,0,1.333333333,1.054054054,0.908097668,1.011308143,2.028687619,1.672289157,0.73129771,-0.895833333,1.018676973,1.193566953,-0.0300118822091992,98.95340649
"2006 SRB to GBR","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5324.98987684402,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0955395010673693,1.7056799,0,0.025841047,60846820,4.45366197280318e-05,200,2500,11,7.8,79.2487805,0.490001874,0.19801,940,1230,290,0.916800003,0.129601698,1.41397719,0.025236855,0.121807007,0.098404802727209,-200,0,1.090909091,2.5,0.926012557,0.999137677,2.317812232,1.476595745,0.778861789,-1.482758621,1.064899618,1.206299445,-0.0301117954366295,247.3295466
"2006 SRB to DEU","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5247.02490857051,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.0943072365351974,1.7056799,0,0.038164419,82376451,3.63538803340775e-05,0,2500,6,12.8,79.1317073,0.488936556,0.23821,1000,820,-180,0.905999985,0.094924898,1.21268307,0.012913482,0.0899719389999998,0.120554318774205,0,0,2,1.5234375,0.927382568,1.001314646,1.926661349,1.388,1.168292683,2.388888889,1.077593807,1.406533943,-0.0283784732927529,1118.454136
"2006 SRB to GRC","Serbia and Kosovo: S/RES/1244 (1999)","SRB","Europe",2006,0.051077901,7411569,4.38261727847369e-06,5302.14509758484,2500,12,19.5,73.3853659,0.489579335,0.45895,1388,958,-430,0.976299973,0.095178431065678,1.7056799,0,0.056524337,11020362,2.48219367476313e-05,600,2500,3,3.7,79.4390244,0.494280181,0.25173,960,1020,59.9999999999999,0.989800034,0.122489817398502,0.98343968,-0.005446436,0.672534078,0.17656226115764,-600,0,4,5.27027027,0.923794904,0.990489511,1.82318357,1.445833333,0.939215686,-7.166666667,0.98636082,1.734402155,-0.0296039088480916,0.485727111000003
