Year,Country of origin,Country of origin (ISO),Continent of Origin,In EU?,Life Expectancy (Year) - O ,Death Rate (Crude) per 1k - O ,Birth Rate (Crude) Per 1k- O,% Crop Production to '14-16 - A,Country of asylum,Continent of asylum,Population - A,Gov Education Budget (% of) - A,Life Expectancy (Year) - A,% Male (Pop) - Difference,% <$1.90 a day - A,GDP LCU (T) Difference,Distance (KM),Decisions % - O,Decisions Per 100k
2017,Bulgaria,BGR,Europe,1,74.81,0.16,9,0.95,Germany,Europe,82657002,0.11,80.99,0.99,0,0.03,1318.842173,0,1.37
2017,Czechia,CZE,Europe,1,78.98,0.11,10.8,0.95,Germany,Europe,82657002,0.11,80.99,1,0,1.57,1318.842173,0,7.33
2017,Bulgaria,BGR,Europe,1,74.81,0.16,9,0.99,Norway,Europe,5276968,0.16,82.61,0.96,0,0.03,2096.33555,0,0.18
2017,Czechia,CZE,Europe,1,78.98,0.11,10.8,0.93,New Zealand,Oceania,4813600,0.17,81.66,1,0,18.17,17661.60686,0,0.16
2017,Bulgaria,BGR,Europe,1,74.81,0.16,9,0.99,Spain,Europe,46593236,0.1,83.28,0.99,0.01,0.08,2253.318067,0,0.07
2017,Bulgaria,BGR,Europe,1,74.81,0.16,9,0.88,Slovakia,Europe,5439232,0.1,77.17,1,0,1.13,775.8801287,0,0.11
2017,Bulgaria,BGR,Europe,1,74.81,0.16,9,1.03,Sweden,Europe,10057698,0.16,82.41,0.97,0,0.02,1884.29048,0,0.23
2017,Bulgaria,BGR,Europe,1,74.81,0.16,9,0.96,Switzerland,Europe,8451840,0.15,83.55,0.98,0,0.14,1335.53863,0,0.24
2017,Czechia,CZE,Europe,1,78.98,0.11,10.8,0.96,Switzerland,Europe,8451840,0.15,83.55,0.99,0,7.12,1335.53863,0,0.07
2017,Bulgaria,BGR,Europe,1,74.81,0.16,9,0.99,United States of America,Americas,325122128,0.14,78.54,0.98,0.01,0.01,7912.007093,0,8.23
2017,Czechia,CZE,Europe,1,78.98,0.11,10.8,0.99,United States of America,Americas,325122128,0.14,78.54,0.99,0.01,0.26,7912.007093,0,0.38
2018,Czechia,CZE,Europe,1,79.03,0.11,10.7,0.92,Argentina,Americas,44494502,0.13,76.52,1.01,0.01,7.28,11934.42284,0,0.05
2018,Czechia,CZE,Europe,1,79.03,0.11,10.7,0.93,Australia,Oceania,24982688,0.13,82.75,0.99,0.01,2.65,15341.19566,0,0.05
2018,Bulgaria,BGR,Europe,1,74.96,0.15,8.9,0.87,Belgium,Europe,11427054,0.12,81.6,0.98,0,0.22,1697.88075,0,0.34
2018,Czechia,CZE,Europe,1,79.03,0.11,10.7,0.87,Belgium,Europe,11427054,0.12,81.6,1,0,11.79,1697.88075,0,0.06
2018,Bulgaria,BGR,Europe,1,74.96,0.15,8.9,1.09,Brazil,Americas,209469320,0.16,75.67,0.99,0.05,0.02,9734.046277,0,0.07
2018,Czechia,CZE,Europe,1,79.03,0.11,10.7,1.09,Brazil,Americas,209469320,0.16,75.67,1,0.05,1.25,9734.046277,0,0.05
2018,Bulgaria,BGR,Europe,1,74.96,0.15,8.9,1.06,Canada,Americas,37065084,0,82.05,0.98,0,0.05,7370.872821,0,2.98
2018,Czechia,CZE,Europe,1,79.03,0.11,10.7,1.06,Canada,Americas,37065084,0,82.05,0.99,0,2.42,7370.872821,0,5.53
2018,Bulgaria,BGR,Europe,1,74.96,0.15,8.9,0.8,Finland,Europe,5515525,0.12,81.73,0.99,0,0.43,1946.016699,0,0.07
2018,Bulgaria,BGR,Europe,1,74.96,0.15,8.9,0.96,France,Europe,67101930,0.1,82.68,1,0,0.04,1757.706739,0,1
2018,Czechia,CZE,Europe,1,79.03,0.11,10.7,0.96,France,Europe,67101930,0.1,82.68,1.02,0,2.22,1757.706739,0,0.25
2018,Bulgaria,BGR,Europe,1,74.96,0.15,8.9,0.81,Germany,Europe,82905782,0.11,80.89,0.98,0,0.03,1318.842173,0,1.32
2018,Czechia,CZE,Europe,1,79.03,0.11,10.7,0.81,Germany,Europe,82905782,0.11,80.89,1,0,1.6,1318.842173,0,7.07
2018,Bulgaria,BGR,Europe,1,74.96,0.15,8.9,0.93,Israel,Asia,8882800,0.16,82.8,0.98,0,0.07,1601.68931,0,0.07
2018,Bulgaria,BGR,Europe,1,74.96,0.15,8.9,0.72,Norway,Europe,5311916,0.16,82.76,0.96,0,0.03,2096.33555,0,0.11
2018,Czechia,CZE,Europe,1,79.03,0.11,10.7,0.98,New Zealand,Oceania,4900600,0.16,81.86,1,0,18.15,17661.60686,0,0.24
2018,Bulgaria,BGR,Europe,1,74.96,0.15,8.9,1.07,Serbia and Kosovo: S/RES/1244 (1999),Europe,6982604,0.09,75.89,0.99,0.03,0.02,329.0540871,0,0.07
2018,Bulgaria,BGR,Europe,1,74.96,0.15,8.9,0.97,Slovakia,Europe,5446771,0.1,77.27,1,0,1.12,775.8801287,0,0.11
2018,Bulgaria,BGR,Europe,1,74.96,0.15,8.9,0.64,Sweden,Europe,10175214,0.16,82.56,0.97,0.01,0.02,1884.29048,0,0.23
2018,Bulgaria,BGR,Europe,1,74.96,0.15,8.9,1.07,Switzerland,Europe,8514329,0.16,83.75,0.98,0,0.14,1335.53863,0,0.11
2018,Czechia,CZE,Europe,1,79.03,0.11,10.7,1.07,Switzerland,Europe,8514329,0.16,83.75,0.99,0,7.14,1335.53863,0,0.05
2018,Bulgaria,BGR,Europe,1,74.96,0.15,8.9,0.99,United States of America,Americas,326838199,0.13,78.64,0.98,0.01,0.01,7912.007093,0,7.56
2018,Czechia,CZE,Europe,1,79.03,0.11,10.7,0.99,United States of America,Americas,326838199,0.13,78.64,0.99,0.01,0.26,7912.007093,0,0.4
2019,Czechia,CZE,Europe,1,79.23,0.11,10.5,1.14,Argentina,Americas,44938712,0.13,76.67,1.01,0.01,7.65,11934.42284,0,0.05
2019,Czechia,CZE,Europe,1,79.23,0.11,10.5,0.83,Australia,Oceania,25365745,0,82.9,0.99,0,2.68,15341.19566,0,0.05
2019,Bulgaria,BGR,Europe,1,75.11,0.16,8.8,1,Belgium,Europe,11488980,0,82,0.98,0,0.23,1697.88075,0,0.26
2019,Czechia,CZE,Europe,1,79.23,0.11,10.5,1,Belgium,Europe,11488980,0,82,0.99,0,11.89,1697.88075,0,0.06
2019,Bulgaria,BGR,Europe,1,75.11,0.16,8.8,1.1,Brazil,Americas,211049519,0,75.88,0.99,0.05,0.02,9734.046277,0,0.07
2019,Czechia,CZE,Europe,1,79.23,0.11,10.5,1.1,Brazil,Americas,211049519,0,75.88,1,0.05,1.28,9734.046277,0,0.06
2019,Bulgaria,BGR,Europe,1,75.11,0.16,8.8,1.04,Canada,Americas,37601230,0,82.05,0.98,0,0.05,7370.872821,0,2.74
2019,Czechia,CZE,Europe,1,79.23,0.11,10.5,1.04,Canada,Americas,37601230,0,82.05,0.99,0,2.45,7370.872821,0,4.66
2019,Bulgaria,BGR,Europe,1,75.11,0.16,8.8,0.99,France,Europe,67248926,0,82.83,1,0,0.04,1757.706739,0,1
2019,Czechia,CZE,Europe,1,79.23,0.11,10.5,0.99,France,Europe,67248926,0,82.83,1.02,0,2.25,1757.706739,0,0.22
2019,Bulgaria,BGR,Europe,1,75.11,0.16,8.8,0.88,Germany,Europe,83092962,0,81.29,0.98,0,0.03,1318.842173,0,1.15
2019,Czechia,CZE,Europe,1,79.23,0.11,10.5,0.88,Germany,Europe,83092962,0,81.29,1,0,1.63,1318.842173,0,6.8
2019,Bulgaria,BGR,Europe,1,75.11,0.16,8.8,0.87,Jordan,Asia,10101697,0.1,74.53,0.96,0,3.37,1632.03244,0,0.07
2019,Bulgaria,BGR,Europe,1,75.11,0.16,8.8,1.02,Norway,Europe,5347896,0,82.96,0.96,0,0.03,2096.33555,0,0.1
2019,Czechia,CZE,Europe,1,79.23,0.11,10.5,1.05,New Zealand,Oceania,4979200,0,81.71,1,0,18.3,17661.60686,0,0.25
2019,Bulgaria,BGR,Europe,1,75.11,0.16,8.8,1.05,South Africa,Africa,58558267,0.2,64.13,0.99,0,0.02,7626.797457,0,0.07
2019,Bulgaria,BGR,Europe,1,75.11,0.16,8.8,0.94,Slovakia,Europe,5454147,0,77.67,1,0,1.13,775.8801287,0,0.11
2019,Bulgaria,BGR,Europe,1,75.11,0.16,8.8,1.05,Sweden,Europe,10278887,0,83.11,0.97,0,0.02,1884.29048,0,0.3
2019,Bulgaria,BGR,Europe,1,75.11,0.16,8.8,0.98,Switzerland,Europe,8575280,0,83.9,0.98,0,0.14,1335.53863,0,0.09
2019,Czechia,CZE,Europe,1,79.23,0.11,10.5,0.98,Switzerland,Europe,8575280,0,83.9,0.99,0,7.27,1335.53863,0,0.05
2019,Bulgaria,BGR,Europe,1,75.11,0.16,8.8,0.92,United States of America,Americas,328329953,0,78.79,0.98,0.01,0.01,7912.007093,0,7.15
2019,Czechia,CZE,Europe,1,79.23,0.11,10.5,0.92,United States of America,Americas,328329953,0,78.79,0.99,0.01,0.27,7912.007093,0,0.43
2020,Czechia,CZE,Europe,1,78.23,0.12,10.3,0,Argentina,Americas,45376763,0,76.81,1.01,0.02,8,11934.42284,0,0.05
2020,Czechia,CZE,Europe,1,78.23,0.12,10.3,0,Australia,Oceania,25693267,0,83.2,0.99,0,2.52,15341.19566,0,0.05
2020,Bulgaria,BGR,Europe,1,73.61,0.18,8.5,0,Belgium,Europe,11544241,0,80.8,0.98,0,0.23,1697.88075,0,0.39
2020,Czechia,CZE,Europe,1,78.23,0.12,10.3,0,Belgium,Europe,11544241,0,80.8,0.99,0,11.88,1697.88075,0,0.09
2020,Bulgaria,BGR,Europe,1,73.61,0.18,8.5,0,Brazil,Americas,212559409,0,76.08,0.99,0.02,0.02,9734.046277,0,0.07
2020,Czechia,CZE,Europe,1,78.23,0.12,10.3,0,Brazil,Americas,212559409,0,76.08,1,0.02,1.25,9734.046277,0,0.06
2020,Bulgaria,BGR,Europe,1,73.61,0.18,8.5,0,Canada,Americas,38037204,0,81.75,0.98,0,0.05,7370.872821,0,2.18
2020,Czechia,CZE,Europe,1,78.23,0.12,10.3,0,Canada,Americas,38037204,0,81.75,0.99,0,2.43,7370.872821,0,3.96
2020,Bulgaria,BGR,Europe,1,73.61,0.18,8.5,0,France,Europe,67379908,0,82.18,1,0,0.04,1757.706739,0,1.01
2020,Czechia,CZE,Europe,1,78.23,0.12,10.3,0,France,Europe,67379908,0,82.18,1.02,0,2.3,1757.706739,0,0.22
2020,Bulgaria,BGR,Europe,1,73.61,0.18,8.5,0,Germany,Europe,83160871,0,80.94,0.98,0,0.03,1318.842173,0,1.14
2020,Czechia,CZE,Europe,1,78.23,0.12,10.3,0,Germany,Europe,83160871,0,80.94,1,0,1.61,1318.842173,0,6.6
2020,Bulgaria,BGR,Europe,1,73.61,0.18,8.5,0,Israel,Asia,9215100,0,82.7,0.98,0,0.07,1601.68931,0,0.07
2020,Bulgaria,BGR,Europe,1,73.61,0.18,8.5,0,Jordan,Asia,10203140,0,74.66,0.96,0,3.28,1632.03244,0,0.07
2020,Bulgaria,BGR,Europe,1,73.61,0.18,8.5,0,Norway,Europe,5379475,0,83.21,0.96,0,0.03,2096.33555,0,0.07
2020,Czechia,CZE,Europe,1,78.23,0.12,10.3,0,New Zealand,Oceania,5090200,0,82.06,1,0,17.45,17661.60686,0,0.17
2020,Bulgaria,BGR,Europe,1,73.61,0.18,8.5,0,South Africa,Africa,59308690,0.2,64.38,0.99,0,0.02,7626.797457,0,0.07
2020,Bulgaria,BGR,Europe,1,73.61,0.18,8.5,0,Slovakia,Europe,5458827,0,76.87,1,0,1.13,775.8801287,0,0.12
2020,Bulgaria,BGR,Europe,1,73.61,0.18,8.5,0,Sweden,Europe,10353442,0,82.41,0.97,0,0.02,1884.29048,0,0.23
2020,Bulgaria,BGR,Europe,1,73.61,0.18,8.5,0,Switzerland,Europe,8636561,0,83.1,0.98,0,0.14,1335.53863,0,0.09
2020,Czechia,CZE,Europe,1,78.23,0.12,10.3,0,Switzerland,Europe,8636561,0,83.1,0.99,0,7.01,1335.53863,0,0.05
2020,Bulgaria,BGR,Europe,1,73.61,0.18,8.5,0,United States of America,Americas,331501080,0,77.28,0.98,0,0.01,7912.007093,0,6.97
2020,Czechia,CZE,Europe,1,78.23,0.12,10.3,0,United States of America,Americas,331501080,0,77.28,1,0,0.26,7912.007093,0,0.63
2021,Czechia,CZE,Europe,1,0,0,0,0,Argentina,Americas,45808747,0,0,1.01,0,7.5,11934.42284,0,0.05
2021,Czechia,CZE,Europe,1,0,0,0,0,Australia,Oceania,25739256,0,0,0.99,0,2.57,15341.19566,0,0.05
2021,Bulgaria,BGR,Europe,1,0,0,0,0,Belgium,Europe,11587882,0,0,0.98,0,0.23,1697.88075,0,0.25
2021,Czechia,CZE,Europe,1,0,0,0,0,Belgium,Europe,11587882,0,0,0.99,0,11.55,1697.88075,0,0.05
2021,Bulgaria,BGR,Europe,1,0,0,0,0,Brazil,Americas,213993441,0,0,0.99,0,0.02,9734.046277,0,0.07
2021,Czechia,CZE,Europe,1,0,0,0,0,Brazil,Americas,213993441,0,0,1,0,1.24,9734.046277,0,0.06
2021,Bulgaria,BGR,Europe,1,0,0,0,0,Canada,Americas,38246108,0,0,0.98,0,0.05,7370.872821,0,1.8
2021,Czechia,CZE,Europe,1,0,0,0,0,Canada,Americas,38246108,0,0,0.99,0,2.4,7370.872821,0,3.64
2021,Bulgaria,BGR,Europe,1,0,0,0,0,France,Europe,67499343,0,0,1,0,0.04,1757.706739,0,1.01
2021,Bulgaria,BGR,Europe,1,0,0,0,0,Germany,Europe,83129285,0,0,0.98,0,0.03,1318.842173,0,1.09
2021,Czechia,CZE,Europe,1,0,0,0,0,Germany,Europe,83129285,0,0,1,0,1.62,1318.842173,0,3.82
2021,Bulgaria,BGR,Europe,1,0,0,0,0,Jordan,Asia,10269022,0,0,0.96,0,3.34,1632.03244,0,0.07
2021,Bulgaria,BGR,Europe,1,0,0,0,0,Norway,Europe,5408320,0,0,0.96,0,0.03,2096.33555,0,0.07
2021,Czechia,CZE,Europe,1,0,0,0,0,New Zealand,Oceania,5122600,0,0,1,0,17.24,17661.60686,0,0.11
2021,Bulgaria,BGR,Europe,1,0,0,0,0,Serbia and Kosovo: S/RES/1244 (1999),Europe,6844078,0,0,0.99,0,0.02,329.0540871,0,0.07
2021,Bulgaria,BGR,Europe,1,0,0,0,0,Slovakia,Europe,5447247,0,0,1,0,1.15,775.8801287,0,0.12
2021,Bulgaria,BGR,Europe,1,0,0,0,0,Sweden,Europe,10415811,0,0,0.97,0,0.02,1884.29048,0,0.07
2021,Bulgaria,BGR,Europe,1,0,0,0,0,Switzerland,Europe,8697723,0,0,0.98,0,0.14,1335.53863,0,0.07
2021,Czechia,CZE,Europe,1,0,0,0,0,Switzerland,Europe,8697723,0,0,0.99,0,6.99,1335.53863,0,0.05
2021,Bulgaria,BGR,Europe,1,0,0,0,0,United States of America,Americas,331893745,0,0,0.98,0,0,7912.007093,0,6.9
2021,Czechia,CZE,Europe,1,0,0,0,0,United States of America,Americas,331893745,0,0,1,0,0.25,7912.007093,0,0.77
